ICRPProjectID|ICRPProjectFundingID|AwardCode|AltAwardCode|SponsorCode|FundingOrg|IsChildhoodCancer
44508|109408|MSW-98-308-10|MSW-98-308-10|ACS|American Cancer Society|y
44509|109409|MSW-98-308-11|MSW-98-308-11|ACS|American Cancer Society|y
44510|109410|MSW-98-310-06|MSW-98-310-06|ACS|American Cancer Society|y
45396|110889|CRP-98-285-06|CRP-98-285-06|ACS|American Cancer Society|y
45961|111454|DSCN-04-159-03|DSCN-04-159-03|ACS|American Cancer Society|y
45965|111458|DSCN-04-227-03|DSCN-04-227-03|ACS|American Cancer Society|y
45967|111460|DSCN-05-181-01|DSCN-05-181-01|ACS|American Cancer Society|y
45968|111461|DSCN-05-181-03|DSCN-05-181-03|ACS|American Cancer Society|y
45972|111465|DSCN-06-202-01|DSCN-06-202-01|ACS|American Cancer Society|y
45973|111466|DSCN-06-205-01|DSCN-06-205-01|ACS|American Cancer Society|y
45974|111467|DSCN-06-206-01|DSCN-06-206-01|ACS|American Cancer Society|y
45976|111469|DSCN-06-216-01|DSCN-06-216-01|ACS|American Cancer Society|y
45982|111475|DSCN-09-138-01|DSCN-09-138-01|ACS|American Cancer Society|y
45983|111476|DSCN-10-089-01|DSCN-10-089-01|ACS|American Cancer Society|y
45988|111481|DSCN-14-075-01|DSCN-14-075-01|ACS|American Cancer Society|y
45992|111485|DSCN-15-080-01|DSCN-15-080-01|ACS|American Cancer Society|y
45994|111487|DSCNR-06-204-03|DSCNR-06-204-03|ACS|American Cancer Society|y
45995|111488|DSCNR-06-205-03|DSCNR-06-205-03|ACS|American Cancer Society|y
45999|111492|DSW-02-200-01|DSW-02-200-01|ACS|American Cancer Society|y
46627|112139|MRSG-09-091-01|MRSG-09-091-01|ACS|American Cancer Society|y
47550|113712|CRTG-03-025-01|CRTG-03-025-01|ACS|American Cancer Society|y
48126|114301|MRSG-06-100-01|MRSG-06-100-01|ACS|American Cancer Society|y
48148|114323|MRSG-12-215-01-SUPP|MRSG-12-215-01-SUPP|ACS|American Cancer Society|y
48180|114355|MSCN-07-246-01|MSCN-07-246-01|ACS|American Cancer Society|y
48190|114365|MSW-02-204-02|MSW-02-204-02|ACS|American Cancer Society|y
48191|114366|MSW-03-216-04|MSW-03-216-04|ACS|American Cancer Society|y
48192|114367|MSW-03-216-07|MSW-03-216-07|ACS|American Cancer Society|y
48193|114368|MSW-03-216-08|MSW-03-216-08|ACS|American Cancer Society|y
48194|114369|MSW-03-216-09|MSW-03-216-09|ACS|American Cancer Society|y
48198|114373|MSW-05-178-01|MSW-05-178-01|ACS|American Cancer Society|y
48199|114374|MSW-05-178-03|MSW-05-178-03|ACS|American Cancer Society|y
48200|114375|MSW-05-178-06|MSW-05-178-06|ACS|American Cancer Society|y
48204|114379|MSW-10-101-01|MSW-10-101-01|ACS|American Cancer Society|y
48205|114380|MSW-10-102-01|MSW-10-102-01|ACS|American Cancer Society|y
48215|114390|MSW-98-308-09|MSW-98-308-09|ACS|American Cancer Society|y
48216|114391|MSW-98-308-12|MSW-98-308-12|ACS|American Cancer Society|y
48217|114392|MSW-98-308-14|MSW-98-308-14|ACS|American Cancer Society|y
48933|115143|ROG-02-238-01|ROG-02-238-01|ACS|American Cancer Society|y
49253|115736|GSCNP-09-236-01|GSCNP-09-236-01|ACS|American Cancer Society|y
49257|115740|GSCNP-10-220-01|GSCNP-10-220-01|ACS|American Cancer Society|y
50541|117073|DSCN-10-090-01|DSCN-10-090-01|ACS|American Cancer Society|y
50545|117077|DSCN-12-200-01|DSCN-12-200-01|ACS|American Cancer Society|y
50549|117081|DSCN-15-079-01|DSCN-15-079-01|ACS|American Cancer Society|y
50550|117082|DSCNR-06-202-03|DSCNR-06-202-03|ACS|American Cancer Society|y
50553|117085|DSCNR-10-089-03|DSCNR-10-089-03|ACS|American Cancer Society|y
50554|117086|DSW-03-214-01|DSW-03-214-01|ACS|American Cancer Society|y
50556|117088|DSW-06-221-01|DSW-06-221-01|ACS|American Cancer Society|y
50563|117095|DSW-10-095-03|DSW-10-095-03|ACS|American Cancer Society|y
50566|117098|DSW-11-203-01|DSW-11-203-01|ACS|American Cancer Society|y
51526|118082|PF-14-178-01|PF-14-178-01|ACS|American Cancer Society|y
51605|118161|PRD-95-124-10|PRD-95-124-10|ACS|American Cancer Society|y
51658|118221|RSG-11-189-01|RSG-11-189-01|ACS|American Cancer Society|y
51660|118223|RSG-11-270-01-SUPP|RSG-11-270-01-SUPP|ACS|American Cancer Society|y
51677|118240|RSG-12-174-01|RSG-12-174-01|ACS|American Cancer Society|y
51683|118246|RSG-12-247-01-SUPP|RSG-12-247-01-SUPP|ACS|American Cancer Society|y
51688|118251|RSG-14-022-01|RSG-14-022-01|ACS|American Cancer Society|y
51702|118265|RSG-14-209-01|RSG-14-209-01|ACS|American Cancer Society|y
51715|118278|RSG-15-051-01|RSG-15-051-01|ACS|American Cancer Society|y
51727|118290|RSG-95-085-06|RSG-95-085-06|ACS|American Cancer Society|y
51747|118310|RSGPB-03-077-01|RSGPB-03-077-01|ACS|American Cancer Society|y
52990|119674|PEP-11-167-01|PEP-11-167-01|ACS|American Cancer Society|y
53004|119688|PF-02-102-01|PF-02-102-01|ACS|American Cancer Society|y
53009|119693|PF-02-231-01|PF-02-231-01|ACS|American Cancer Society|y
53021|119705|PF-03-221-01|PF-03-221-01|ACS|American Cancer Society|y
53062|119746|PF-06-037-01|PF-06-037-01|ACS|American Cancer Society|y
53069|119753|PF-06-145-01|PF-06-145-01|ACS|American Cancer Society|y
53197|119881|RSG-02-165-01|RSG-02-165-01|ACS|American Cancer Society|y
53210|119894|RSG-03-071-01|RSG-03-071-01|ACS|American Cancer Society|y
53266|119950|RSG-06-033-01|RSG-06-033-01|ACS|American Cancer Society|y
53268|119952|RSG-06-050-01|RSG-06-050-01|ACS|American Cancer Society|y
53285|119969|RSG-06-188-01|RSG-06-188-01|ACS|American Cancer Society|y
53293|119977|RSG-07-069-01|RSG-07-069-01|ACS|American Cancer Society|y
53313|119997|RSG-08-041-01|RSG-08-041-01|ACS|American Cancer Society|y
53317|120001|RSG-08-070-01|RSG-08-070-01|ACS|American Cancer Society|y
53335|120019|RSG-08-291-01|RSG-08-291-01|ACS|American Cancer Society|y
53348|120032|RSG-09-068-01|RSG-09-068-01|ACS|American Cancer Society|y
53363|120047|RSG-09-273-01|RSG-09-273-01|ACS|American Cancer Society|y
53377|120061|RSG-10-131-01|RSG-10-131-01|ACS|American Cancer Society|y
53381|120065|RSG-10-185-01|RSG-10-185-01|ACS|American Cancer Society|y
53384|120068|RSG-10-242-01|RSG-10-242-01|ACS|American Cancer Society|y
53387|120071|RSG-10-255-01|RSG-10-255-01|ACS|American Cancer Society|y
53801|120487|PF-05-227-01|PF-05-227-01|ACS|American Cancer Society|y
53840|120526|PF-07-280-01|PF-07-280-01|ACS|American Cancer Society|y
53852|120538|PF-08-105-01|PF-08-105-01|ACS|American Cancer Society|y
53864|120550|PF-08-258-01|PF-08-258-01|ACS|American Cancer Society|y
53912|120598|PF-11-043-01|PF-11-043-01|ACS|American Cancer Society|y
53920|120606|PF-11-131-01|PF-11-131-01|ACS|American Cancer Society|y
53940|120626|PF-12-123-01|PF-12-123-01|ACS|American Cancer Society|y
54008|120694|RSG-07-202-01|RSG-07-202-01|ACS|American Cancer Society|y
54023|120709|RSG-08-135-01|RSG-08-135-01|ACS|American Cancer Society|y
54049|120735|RSG-09-169-01-SUPP|RSG-09-169-01-SUPP|ACS|American Cancer Society|y
54053|120739|RSG-09-189-01|RSG-09-189-01|ACS|American Cancer Society|y
54066|120752|RSG-10-060-01|RSG-10-060-01|ACS|American Cancer Society|y
54079|120765|RSG-10-255-01-SUPP|RSG-10-255-01-SUPP|ACS|American Cancer Society|y
54086|120772|RSG-11-072-01-SUPP|RSG-11-072-01-SUPP|ACS|American Cancer Society|y
54103|120789|RSG-12-058-01|RSG-12-058-01|ACS|American Cancer Society|y
54127|120813|RSG-13-194-01-SUPP|RSG-13-194-01-SUPP|ACS|American Cancer Society|y
54139|120825|RSG-14-153-01|RSG-14-153-01|ACS|American Cancer Society|y
54158|120844|RSG-15-158-01|RSG-15-158-01|ACS|American Cancer Society|y
54175|120861|RSG-99-081-04|RSG-99-081-04|ACS|American Cancer Society|y
54197|120883|RSGPB-04-212-01|RSGPB-04-212-01|ACS|American Cancer Society|y
54200|120886|RSGPB-06-210-01|RSGPB-06-210-01|ACS|American Cancer Society|y
54204|120890|RSGPB-10-112-01|RSGPB-10-112-01|ACS|American Cancer Society|y
54405|121177|PEP-08-272-01|PEP-08-272-01|ACS|American Cancer Society|y
54444|121216|PF-04-034-01|PF-04-034-01|ACS|American Cancer Society|y
54459|121231|PF-05-042-01|PF-05-042-01|ACS|American Cancer Society|y
54465|121237|PF-05-097-01|PF-05-097-01|ACS|American Cancer Society|y
54470|121242|PF-05-151-01|PF-05-151-01|ACS|American Cancer Society|y
54509|121281|PF-07-119-01|PF-07-119-01|ACS|American Cancer Society|y
54515|121287|PF-07-261-01|PF-07-261-01|ACS|American Cancer Society|y
54588|121379|RSG-02-164-01|RSG-02-164-01|ACS|American Cancer Society|y
54598|121389|RSG-03-035-01|RSG-03-035-01|ACS|American Cancer Society|y
54600|121391|RSG-03-057-01|RSG-03-057-01|ACS|American Cancer Society|y
54641|121432|RSG-05-045-01|RSG-05-045-01|ACS|American Cancer Society|y
54645|121436|RSG-05-071-01|RSG-05-071-01|ACS|American Cancer Society|y
54655|121446|RSG-05-195-01|RSG-05-195-01|ACS|American Cancer Society|y
54673|121464|RSG-06-162-01|RSG-06-162-01|ACS|American Cancer Society|y
54680|121471|RSG-07-025-01|RSG-07-025-01|ACS|American Cancer Society|y
54700|121491|RSG-07-209-01|RSG-07-209-01|ACS|American Cancer Society|y
54707|121498|RSG-08-045-01|RSG-08-045-01|ACS|American Cancer Society|y
54709|121500|RSG-08-068-01|RSG-08-068-01|ACS|American Cancer Society|y
54712|121503|RSG-08-124-01|RSG-08-124-01|ACS|American Cancer Society|y
54718|121509|RSG-08-181-01-SUPP|RSG-08-181-01-SUPP|ACS|American Cancer Society|y
54733|121524|RSG-09-056-01|RSG-09-056-01|ACS|American Cancer Society|y
54746|121537|RSG-09-245-01|RSG-09-245-01|ACS|American Cancer Society|y
55187|122036|PEP-07-211-01|PEP-07-211-01|ACS|American Cancer Society|y
55195|122044|PF-02-002-01|PF-02-002-01|ACS|American Cancer Society|y
55206|122055|PF-02-119-01|PF-02-119-01|ACS|American Cancer Society|y
55220|122069|PF-03-111-01|PF-03-111-01|ACS|American Cancer Society|y
55226|122075|PF-03-182-01|PF-03-182-01|ACS|American Cancer Society|y
55307|122159|ROG-06-096-01|ROG-06-096-01|ACS|American Cancer Society|y
55308|122160|RP-00-127-06|RP-00-127-06|ACS|American Cancer Society|y
55371|122226|RSG-03-014-01|RSG-03-014-01|ACS|American Cancer Society|y
55402|122257|RSG-04-263-01|RSG-04-263-01|ACS|American Cancer Society|y
55405|122260|RSG-05-072-01|RSG-05-072-01|ACS|American Cancer Society|y
55414|122269|RSG-05-147-01|RSG-05-147-01|ACS|American Cancer Society|y
55429|122284|RSG-06-070-01|RSG-06-070-01|ACS|American Cancer Society|y
55449|122304|RSG-07-051-01|RSG-07-051-01|ACS|American Cancer Society|y
55946|122809|RP-10-078-01|RP-10-078-01|ACS|American Cancer Society|y
55952|122815|RP-15-101-06|RP-15-101-06|ACS|American Cancer Society|y
57442|124621|PRD-95-124-11|PRD-95-124-11|ACS|American Cancer Society|y
57895|125229|PF-09-129-01|PF-09-129-01|ACS|American Cancer Society|y
57903|125237|PF-09-258-01|PF-09-258-01|ACS|American Cancer Society|y
57927|125261|PF-11-044-01|PF-11-044-01|ACS|American Cancer Society|y
57935|125269|PF-11-145-01|PF-11-145-01|ACS|American Cancer Society|y
57972|125306|PF-14-070-01|PF-14-070-01|ACS|American Cancer Society|y
57981|125315|PF-14-216-01|PF-14-216-01|ACS|American Cancer Society|y
57990|125324|PF-15-128-01|PF-15-128-01|ACS|American Cancer Society|y
57998|125332|PFT-11-008-01|PFT-11-008-01|ACS|American Cancer Society|y
58062|125396|PRD-95-124-09|PRD-95-124-09|ACS|American Cancer Society|y
58063|125397|PRD-95-124-12|PRD-95-124-12|ACS|American Cancer Society|y
58111|125448|RSG-11-041-01|RSG-11-041-01|ACS|American Cancer Society|y
58116|125453|RSG-11-082-01|RSG-11-082-01|ACS|American Cancer Society|y
58122|125459|RSG-11-154-01|RSG-11-154-01|ACS|American Cancer Society|y
58123|125460|RSG-11-156-01-SUPP|RSG-11-156-01-SUPP|ACS|American Cancer Society|y
58130|125467|RSG-11-270-01|RSG-11-270-01|ACS|American Cancer Society|y
58148|125485|RSG-12-181-01|RSG-12-181-01|ACS|American Cancer Society|y
58152|125489|RSG-12-247-01|RSG-12-247-01|ACS|American Cancer Society|y
58162|125499|RSG-14-057-01|RSG-14-057-01|ACS|American Cancer Society|y
58165|125502|RSG-14-098-01-SUPP|RSG-14-098-01-SUPP|ACS|American Cancer Society|y
58170|125507|RSG-14-184-01|RSG-14-184-01|ACS|American Cancer Society|y
58180|125517|RSG-15-016-01|RSG-15-016-01|ACS|American Cancer Society|y
58196|125533|RSG-96-045-06|RSG-96-045-06|ACS|American Cancer Society|y
58216|125553|RSGPB-03-098-01|RSGPB-03-098-01|ACS|American Cancer Society|y
58223|125560|RSGPB-07-170-01|RSGPB-07-170-01|ACS|American Cancer Society|y
58728|126249|PF-08-267-01|PF-08-267-01|ACS|American Cancer Society|y
58742|126263|PF-09-208-01|PF-09-208-01|ACS|American Cancer Society|y
58777|126298|PF-11-168-01|PF-11-168-01|ACS|American Cancer Society|y
58915|126436|RSG-09-169-01|RSG-09-169-01|ACS|American Cancer Society|y
58942|126463|RSG-11-040-01|RSG-11-040-01|ACS|American Cancer Society|y
58944|126465|RSG-11-056-01|RSG-11-056-01|ACS|American Cancer Society|y
58946|126467|RSG-11-072-01|RSG-11-072-01|ACS|American Cancer Society|y
58958|126479|RSG-11-156-01|RSG-11-156-01|ACS|American Cancer Society|y
58986|126507|RSG-12-229-01|RSG-12-229-01|ACS|American Cancer Society|y
59012|126533|RSG-15-014-01|RSG-15-014-01|ACS|American Cancer Society|y
59048|126569|RSGHP-10-107-01|RSGHP-10-107-01|ACS|American Cancer Society|y
59058|126579|RSGPB-02-186-01|RSGPB-02-186-01|ACS|American Cancer Society|y
59059|126580|RSGPB-03-167-01|RSGPB-03-167-01|ACS|American Cancer Society|y
59069|126590|RSGPB-11-009-01|RSGPB-11-009-01|ACS|American Cancer Society|y
59364|126977|PEP-07-278-01|PEP-07-278-01|ACS|American Cancer Society|y
59368|126981|PEP-10-171-01|PEP-10-171-01|ACS|American Cancer Society|y
59374|126987|PEP-14-060-01|PEP-14-060-01|ACS|American Cancer Society|y
59393|127006|PF-03-040-01|PF-03-040-01|ACS|American Cancer Society|y
59426|127039|PF-05-079-01|PF-05-079-01|ACS|American Cancer Society|y
59539|127164|RSG-02-254-01|RSG-02-254-01|ACS|American Cancer Society|y
59542|127167|RSG-03-008-01|RSG-03-008-01|ACS|American Cancer Society|y
59571|127196|RSG-04-174-01|RSG-04-174-01|ACS|American Cancer Society|y
59583|127208|RSG-05-118-01|RSG-05-118-01|ACS|American Cancer Society|y
59589|127214|RSG-05-196-01|RSG-05-196-01|ACS|American Cancer Society|y
59600|127225|RSG-06-030-01|RSG-06-030-01|ACS|American Cancer Society|y
59608|127233|RSG-06-113-01|RSG-06-113-01|ACS|American Cancer Society|y
59630|127255|RSG-07-109-01|RSG-07-109-01|ACS|American Cancer Society|y
59663|127288|RSG-08-181-01|RSG-08-181-01|ACS|American Cancer Society|y
117|117|09A018|09A018|AICR (USA)|American Institute for Cancer Research|y
1799|4926|06A031|06A031|AICR (USA)|American Institute for Cancer Research|y
5133|15514|03B112|03B112|AICR (USA)|American Institute for Cancer Research|y
5157|15538|07A149|07A149|AICR (USA)|American Institute for Cancer Research|y
5166|15547|09A066|09A066|AICR (USA)|American Institute for Cancer Research|y
5834|17038|10A066|10A066|AICR (USA)|American Institute for Cancer Research|y
7759|20875|207069|207069|AICR (USA)|American Institute for Cancer Research|y
9425|28264|202105|202105|AICR (USA)|American Institute for Cancer Research|y
14280|48383|207193|207193|AICR (USA)|American Institute for Cancer Research|y
15074|55288|317596|317596|AICR (USA)|American Institute for Cancer Research|y
127|127|1010484|1010484|CancerAust|Cancer Australia|y
131|131|1032891|1032891|CancerAust|Cancer Australia|y
144|144|1065428|1065428|CancerAust|Cancer Australia|y
1821|4948|1010977|1010977|CancerAust|Cancer Australia|y
1822|4949|1022868|1022868|CancerAust|Cancer Australia|y
1849|4976|1070106|1070106|CancerAust|Cancer Australia|y
5171|15552|1003650|1003650|CancerAust|Cancer Australia|y
5185|15566|1031303|1031303|CancerAust|Cancer Australia|y
5205|15586|1080218|1080218|CancerAust|Cancer Australia|y
5237|15618|1102140|1102140|CancerAust|Cancer Australia|y
5857|17061|1101390|1101390|CancerAust|Cancer Australia|y
13980|47569|566976|566976|CancerAust|Cancer Australia|y
23537|78093|CA093469P1|W81XWH-10-1-0672|CDMRP|U. S. Department of Defense, CDMRP|y
29103|85870|CA093469P3|W81XWH-10-1-0674|CDMRP|U. S. Department of Defense, CDMRP|y
30380|87940|CA093054|W81XWH-10-1-0039|CDMRP|U. S. Department of Defense, CDMRP|y
31785|90158|CA093469P2|W81XWH-10-1-0673|CDMRP|U. S. Department of Defense, CDMRP|y
31793|90177|CA093544|W81XWH-10-1-0368|CDMRP|U. S. Department of Defense, CDMRP|y
35161|95366|CA093469|W81XWH-10-1-0670|CDMRP|U. S. Department of Defense, CDMRP|y
35342|95825|CA110407|W81XWH-12-1-0296|CDMRP|U. S. Department of Defense, CDMRP|y
35763|96730|CA120215|W81XWH-13-1-0340|CDMRP|U. S. Department of Defense, CDMRP|y
35766|96733|CA120373|W81XWH-13-1-0187|CDMRP|U. S. Department of Defense, CDMRP|y
37089|98805|CA140089|W81XWH-15-1-0108|CDMRP|U. S. Department of Defense, CDMRP|y
37091|98807|CA140291|W81XWH-15-1-0175|CDMRP|U. S. Department of Defense, CDMRP|y
37094|98810|CA140390|W81XWH-15-1-0344|CDMRP|U. S. Department of Defense, CDMRP|y
37120|98836|CA150773|W81XWH-16-1-0365|CDMRP|U. S. Department of Defense, CDMRP|y
37193|98985|CM064050|W81XWH-07-1-0297|CDMRP|U. S. Department of Defense, CDMRP|y
38695|100957|CA100469|W81XWH-11-1-0557|CDMRP|U. S. Department of Defense, CDMRP|y
39661|102670|CA130124|W81XWH-14-1-0120|CDMRP|U. S. Department of Defense, CDMRP|y
39662|102671|CA130153|W81XWH-14-1-0090|CDMRP|U. S. Department of Defense, CDMRP|y
39664|102673|CA130273|W81XWH-14-1-0115|CDMRP|U. S. Department of Defense, CDMRP|y
39666|102675|CA130436|W81XWH-14-1-0094|CDMRP|U. S. Department of Defense, CDMRP|y
39697|102706|CA150634P1|W81XWH-16-1-0251|CDMRP|U. S. Department of Defense, CDMRP|y
39698|102707|CA150634P2|W81XWH-16-1-0252|CDMRP|U. S. Department of Defense, CDMRP|y
39762|102794|CM020058|DAMD17-03-1-0191|CDMRP|U. S. Department of Defense, CDMRP|y
40650|103945|CA101163|W81XWH-11-1-0382|CDMRP|U. S. Department of Defense, CDMRP|y
41622|105609|CA100157|W81XWH-11-1-0710|CDMRP|U. S. Department of Defense, CDMRP|y
41632|105632|CA100335|W81XWH-11-1-0476|CDMRP|U. S. Department of Defense, CDMRP|y
41641|105651|CA100601|W81XWH-11-1-0608|CDMRP|U. S. Department of Defense, CDMRP|y
42660|106919|CA130155|W81XWH-14-1-0171|CDMRP|U. S. Department of Defense, CDMRP|y
42663|106922|CA130396|W81XWH-14-1-0103|CDMRP|U. S. Department of Defense, CDMRP|y
42665|106924|CA130562|W81XWH-14-1-0414|CDMRP|U. S. Department of Defense, CDMRP|y
42668|106927|CA140056|W81XWH-15-1-0132|CDMRP|U. S. Department of Defense, CDMRP|y
42679|106938|CA150188|W81XWH-16-1-0616|CDMRP|U. S. Department of Defense, CDMRP|y
42694|106953|CA150634|W81XWH-16-1-0250|CDMRP|U. S. Department of Defense, CDMRP|y
42701|106960|CA150807|W81XWH-16-1-0332|CDMRP|U. S. Department of Defense, CDMRP|y
42743|107017|CM020031|DAMD17-03-1-0208|CDMRP|U. S. Department of Defense, CDMRP|y
43608|108083|CA120318|W81XWH-13-1-0303|CDMRP|U. S. Department of Defense, CDMRP|y
43629|108428|CA100735|W81XWH-11-1-0756|CDMRP|U. S. Department of Defense, CDMRP|y
47307|113202|CA110045|W81XWH-12-1-0219|CDMRP|U. S. Department of Defense, CDMRP|y
47312|113209|CA110089|W81XWH-12-1-0527|CDMRP|U. S. Department of Defense, CDMRP|y
47419|113364|CA130319|W81XWH-14-1-0176|CDMRP|U. S. Department of Defense, CDMRP|y
47423|113368|CA140035|W81XWH-15-1-0166|CDMRP|U. S. Department of Defense, CDMRP|y
47424|113369|CA140114|W81XWH-15-1-0334|CDMRP|U. S. Department of Defense, CDMRP|y
47426|113371|CA140196|W81XWH-15-1-0315|CDMRP|U. S. Department of Defense, CDMRP|y
47442|113387|CA150300|W81XWH-16-1-0357|CDMRP|U. S. Department of Defense, CDMRP|y
51010|117565|OC073276|W81XWH-08-1-0252|CDMRP|U. S. Department of Defense, CDMRP|y
56484|123428|TR950235|DAMD17-96-1-6106|CDMRP|U. S. Department of Defense, CDMRP|y
37460|99295|DGOS_0342|DGOS_0342|INCa|DGOS-Ministère de la Santé|y
37467|99302|DGOS_0435|DGOS_0435|INCa|DGOS-Ministère de la Santé|y
37479|99314|DGOS_1218|DGOS_1218|INCa|DGOS-Ministère de la Santé|y
37482|99317|DGOS_1289|DGOS_1289|INCa|DGOS-Ministère de la Santé|y
37492|99327|DGOS_3827|DGOS_3827|INCa|DGOS-Ministère de la Santé|y
37493|99328|DGOS_3844|DGOS_3844|INCa|DGOS-Ministère de la Santé|y
37500|99335|DGOS_3961|DGOS_3961|INCa|DGOS-Ministère de la Santé|y
